id,story,tradition,claim,type,confidence,source,location,status
C-700,29,Samoa and Tonga,"Tangaloa, Tangaroa, Ta'aroa and Kanaloa are the same name across Polynesia, holding different ranks in different island groups — supreme and pre-existent in the Society Islands, a sky-dwelling sender of messengers in Samoa and Tonga, and a god of the sea among several in New Zealand",SECONDARY SCHOLARSHIP,HIGH,Dixon 1916; standard Polynesian scholarship,pp. 10-11,
C-701,29,Samoa and Tonga,"Tufunga is the Tongan term for a master craftsman, the builder of canoes, houses and stone monuments",SECONDARY SCHOLARSHIP,HIGH,standard Polynesian scholarship,—,
C-702,29,Samoa and Tonga,"The London Missionary Society reached Tonga in 1797 and Samoa in 1830, and both groups were substantially Christianised before these traditions were printed",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-703,29,Samoa and Tonga,This is the only multiple-attempt account in the book in which nothing is destroyed and the world is revised rather than restarted,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-704,29,Samoa and Tonga,This is the only creator in the book who discovers what the world needs by sending someone to look and listening to the report,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-705,29,Samoa and Tonga,"Samoan humanity comes from maggots in a solution the god reversed in anger, which differs from Pangu's insects in being produced by the reversal rather than merely present",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-706,30,Norse · Iceland,"The sun darkens, earth sinks in ocean, the bright stars fall from heaven, fire's breath assails the all-nourishing tree and towering fire plays against heaven itself",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 56",st. 56,
C-707,30,Norse · Iceland,"She sees earth arise a second time from ocean, beauteously green, with waterfalls descending and the eagle flying over which captures fish in the fell",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 57",st. 57,
C-708,30,Norse · Iceland,"The Æsir meet on Ida's plain, speak of the mighty earth-encircler, and call to memory their deeds and the supreme god's ancient lore",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 58",st. 58,
C-709,30,Norse · Iceland,The wondrous golden tables which the ruler of the gods possessed in days of old shall again be found in the grass,PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 59",st. 59,
C-710,30,Norse · Iceland,"At the beginning of the same poem the Æsir played at tables on Ida's plain, joyous, wanting for no gold",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 7-8",st. 7-8,
C-711,30,Norse · Iceland,"Unsown fields shall bring forth, all evil be amended, and Baldr shall come, with Höðr and Baldr inhabiting Hropt's glorious dwellings",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 60",st. 60,
C-712,30,Norse · Iceland,"The seeress's refrain is 'Understand ye yet, or what?'",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 60-61 and passim",st. 60-61,
C-713,30,Norse · Iceland,Hœnir shall choose his lot and the two brothers' sons inhabit the spacious Vindheim,PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 61",st. 61,
C-714,30,Norse · Iceland,"She sees a hall brighter than the sun, decked with gold, at Gimlé, where righteous people shall dwell and enjoy happiness for evermore",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 62",st. 62,
C-715,30,Norse · Iceland,"Then comes the mighty one from above to the great judgment, who pronounces dooms, allays strifes and establishes a holy peace that shall ever be",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 64",st. 64,
C-716,30,Norse · Iceland,"The final stanza has the dark dragon Níðhǫggr fly from Niðafjöll over the plain bearing a corpse on his wings, after which the seeress descends",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 65",st. 65,
C-717,30,Norse · Iceland,Thorpe's numbering goes from stanza 62 to stanza 64,PRIMARY SOURCE,HIGH,the file used,st. 62-64,FLAGGED — the cause cannot be determined from the file and nothing has been supplied
C-718,30,Norse · Iceland,"The Vǫluspá is spoken by a vǫlva raised by Óðinn and is the first poem in the Codex Regius, written in Iceland around 1270",SECONDARY SCHOLARSHIP,HIGH,standard Old Norse scholarship,—,
C-719,30,Norse · Iceland,"The closing stanzas' resemblance to Christian eschatology has been argued since the poem entered scholarship, with positions ranging from Christian interpolation to coincidence to composition at the meeting of the two",SECONDARY SCHOLARSHIP,HIGH,standard Old Norse scholarship,—,FLAGGED — three positions set out in the source note and none adopted
C-720,30,Norse · Iceland,Some editors move or discount the final stanza on the grounds that a renewal ought not to end with a corpse-eating dragon; Thorpe prints it last,SECONDARY SCHOLARSHIP,HIGH,standard Old Norse scholarship; the file used,st. 65,
C-721,30,Norse · Iceland,"The Codex Regius was lost for four centuries, rediscovered in 1643 by an Icelandic bishop, sent to the Danish king, held in Copenhagen and returned to Iceland in 1971",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-722,30,Norse · Iceland,The Vǫluspá has been enlisted since the nineteenth century by nationalist and later by extremist movements,SECONDARY SCHOLARSHIP,HIGH,standard history of reception,—,"Stated briefly, with the observation that the poem's content resists the use"
C-723,30,Norse · Iceland,This is the only account in the book that describes the world after this one in detail,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the book's final comparative reading
C-724,30,Norse · Iceland,Hesiod places the unsown field at the beginning of time and loses it; the Vǫluspá places it at the end and waits for it,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-725,30,Norse · Iceland,Nothing else in the book allows an object to survive from one world into the next,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-726,30,Norse · Iceland,"The poem gives the renewal in full and then, without comment, ends on a corpse",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
